nombre,edad,genero,provincia,ciudad,pizza,lugar_comida,musica,mus_relajada,mus_rapida,salir,actividades,photo,latitud,longitud
Ventura Llaosa,87,mujer,Lugo,Folgoso do courel,estresemana,tarde,bar,playa,disco,gatos,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1152.jpg,42.5882486,-7.1925449
Jawana Medalla,67,hombre,Alicante,Bigastro,estresemana,tarde,disco,playa,bar,perros,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1259.jpg,38.0628171,-0.8996755
Keyatta Uruen,29,mujer,Leon,Villasabariego,find de semana,noche,bar,montaña,bar,perros,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1693.jpg,42.532073,-5.4128322
Syrita El haddaji,39,hombre,Avila,Arenas de san pedro,estresemana,noche,bar,playa,disco,perros,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1252.jpg,40.2107266,-5.0868775
Latarra Ranbouk,84,mujer,Melilla,Melilla,estresemana,mañana,bar,montaña,bar,perros,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/510.jpg,35.29291145,-2.950720236037561
Stephane Abdelilah,92,mujer,Cuenca,Mira,find de semana,mañana,disco,playa,bar,gatos,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/2005.jpg,39.7210593,-1.4395226
Kimisha Ben khayi,94,hombre,Vizcaya,Galdames,find de semana,mañana,disco,montaña,disco,gatos,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1515.jpg,43.2541103,-3.097637
Tanishia Jambrino,74,hombre,Cordoba,Villanueva del rey,estresemana,mañana,disco,montaña,bar,gatos,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1000.jpg,38.1982093,-5.1526791
Newton Elizaincin,35,hombre,Ourense,San cibrao das viñas,find de semana,mañana,bar,montaña,bar,gatos,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/2.jpg,42.2964763,-7.8723141
Lasalle De loresecha,20,mujer,Salamanca,Bóveda del río almar,estresemana,mañana,disco,montaña,bar,perros,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1379.jpg,40.8574402,-5.2103225
Matthias Krieg,51,mujer,Cuenca,Pajaroncillo,find de semana,noche,bar,playa,bar,gatos,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/302.jpg,39.9462593,-1.7342922
Torren El bouyahyaoui,31,hombre,Malaga,Monda,estresemana,mañana,bar,playa,bar,gatos,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/26.jpg,36.6300141,-4.8306127
Cordney Melar,37,mujer,Valladolid,Salvador de zapardiel,find de semana,noche,disco,playa,disco,perros,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1258.jpg,41.1170881,-4.8755215
Kristina Pollak,79,mujer,Zaragoza,Alhama de aragón,find de semana,noche,disco,playa,bar,gatos,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1263.jpg,41.2965036,-1.8949513
Jennfier Sainz murieta,42,mujer,Teruel,Lagueruela,find de semana,mañana,disco,playa,disco,gatos,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1663.jpg,41.0415731,-1.1915116
Teja Muñoz repiso,39,mujer,Caceres,Hernán-pérez,find de semana,noche,bar,montaña,disco,gatos,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1725.jpg,40.2122236,-6.4639674
Jordanna Pozzan,93,mujer,Navarra,Arbizu,find de semana,mañana,disco,playa,bar,gatos,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/173.jpg,42.9148731,-2.0389985
Kipp Guerris,58,mujer,Palencia,Antigüedad,estresemana,noche,disco,montaña,bar,gatos,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1243.jpg,41.9465178,-4.1183617
Nancy Godoi,95,hombre,Almeria,Huércal-overa,find de semana,tarde,disco,montaña,disco,gatos,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1298.jpg,37.3895979,-1.9450652
Tomy Crespi de valldaura,66,hombre,Asturias,Villayón,estresemana,tarde,bar,montaña,bar,gatos,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/292.jpg,43.4484599,-6.7051377129662
Daven Ruiz de lira,58,hombre,Ourense,Monterrei,estresemana,noche,bar,montaña,bar,perros,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/148.jpg,25.6802019,-100.315258
Amiel Mulay,52,mujer,Islas_baleares,Banyalbufar,estresemana,noche,disco,playa,bar,perros,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/488.jpg,39.6874544,2.5147715
Keni Haley,26,hombre,Ourense,Verín,find de semana,mañana,bar,playa,bar,perros,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1458.jpg,41.9406091,-7.4406032
Shanina Hattabi,90,hombre,Leon,Barjas,estresemana,noche,disco,montaña,disco,perros,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1861.jpg,42.6112016,-6.9792579
Dasha Pitcher,67,hombre,Palencia,Santervás de la vega,estresemana,mañana,bar,montaña,bar,perros,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/499.jpg,42.5068203,-4.7985326
Ashleigh Isas,66,mujer,Ourense,Leiro,estresemana,noche,bar,montaña,disco,perros,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/363.jpg,42.3701611,-8.1248862
Brittnie Pandolfi,39,mujer,Barcelona,"Hospitalet de llobregat, l'",estresemana,tarde,bar,montaña,disco,perros,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1443.jpg,41.34689229999999,2.101886665013658
Robie Wittenberg,88,mujer,Toledo,Cabezamesada,estresemana,noche,disco,playa,disco,perros,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1549.jpg,39.8166147,-3.1029185
Jorja Llamosi,72,mujer,Ciudad_real,Argamasilla de calatrava,estresemana,tarde,disco,montaña,bar,perros,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1204.jpg,38.7268428,-4.0792825
Anneke Gritti,80,mujer,Zamora,Burganes de valverde,estresemana,mañana,disco,montaña,disco,gatos,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/264.jpg,41.9210398,-5.782255
Georgia Busturia,58,hombre,Soria,Navaleno,estresemana,tarde,bar,montaña,disco,gatos,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/882.jpg,41.8378004,-3.0046977
Phat Aragao,88,hombre,Malaga,Marbella,estresemana,tarde,disco,montaña,bar,perros,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/2.jpg,36.508976,-4.88562
Zehra De almansa,47,mujer,Teruel,Tramacastiel,find de semana,mañana,disco,montaña,bar,perros,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/737.jpg,40.1883603,-1.2401816
Anastacia Sagñay,38,hombre,Albacete,Ontur,estresemana,noche,bar,playa,disco,gatos,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1516.jpg,38.6146429,-1.4984397
Makala Oakes,77,mujer,Tarragona,Salou,estresemana,mañana,bar,montaña,bar,perros,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/946.jpg,41.0768193,1.1440411
Cirilo Spaimoc,41,mujer,Girona,Vilobí d'onyar,estresemana,tarde,disco,montaña,bar,gatos,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1379.jpg,41.8882291,2.7423246
Duncan Rainey,69,hombre,Albacete,Albatana,estresemana,tarde,bar,playa,bar,perros,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/91.jpg,38.5709891,-1.5226396
Meeghan Zang,74,hombre,Teruel,Griegos,estresemana,mañana,disco,montaña,bar,perros,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/443.jpg,40.4265704,-1.7116578
Stephaine Conner,89,hombre,Ceuta,Ceuta,find de semana,mañana,disco,playa,disco,perros,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1643.jpg,35.89442195,-5.355817352394269
Garnet Berney,96,hombre,Madrid,Horcajo de la sierra-aoslos,find de semana,noche,bar,playa,bar,gatos,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1663.jpg,41.078683,-3.583901523172418
Nichola Sarmasan,57,hombre,Navarra,Abaurregaina/abaurrea alta,find de semana,mañana,bar,montaña,disco,perros,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1128.jpg,42.9034594,-1.2088667
Madonna Juventench,34,mujer,Guipuzcoa,Gaintza,estresemana,noche,bar,playa,disco,perros,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1398.jpg,43.0530503,-2.1331865
Kaden Fanica,53,hombre,Badajoz,Valdelacalzada,find de semana,noche,bar,playa,disco,perros,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/923.jpg,38.8902615,-6.7011873
Shaguana Khir,92,hombre,Murcia,San pedro del pinatar,estresemana,mañana,bar,montaña,bar,gatos,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1600.jpg,37.8353328,-0.7916121
Khanh Lliguicota,53,mujer,Castellon,Sant mateu,estresemana,mañana,disco,montaña,disco,perros,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/80.jpg,40.4650329,0.1793192
Francisca Fotso,91,mujer,Almeria,Laroya,estresemana,tarde,bar,montaña,disco,perros,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1161.jpg,37.295916,-2.3319143
Shawndrika Bufill,85,hombre,Granada,Cortes y graena,estresemana,noche,disco,montaña,disco,gatos,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/288.jpg,37.2870853,-3.245263385876749
Chaunta Ballivian,62,mujer,Caceres,Casar de palomero,estresemana,mañana,disco,playa,bar,perros,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/639.jpg,40.2949671,-6.2566105
Rayshaun Ahl,27,mujer,Ciudad_real,Agudo,find de semana,mañana,disco,playa,bar,perros,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/300.jpg,-29.6423259,-53.2494005
Tynesha Aouattah,19,mujer,Las_palmas,Valleseco,find de semana,tarde,disco,montaña,bar,perros,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1993.jpg,28.0501609,-15.5744925
Evette Caluseru,84,mujer,Lugo,Triacastela,find de semana,tarde,bar,playa,bar,gatos,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1481.jpg,42.7563403,-7.2397461
Margarito Tuells,95,hombre,Granada,Otura,estresemana,tarde,bar,playa,disco,perros,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1813.jpg,48.7633248,17.8303857
Kenson Caffaro,39,mujer,Islas_baleares,Consell,find de semana,tarde,disco,playa,disco,gatos,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1068.jpg,39.6685608,2.8134417
Bevin Arrojeria,25,mujer,Toledo,Torrijos,estresemana,noche,bar,playa,bar,gatos,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/608.jpg,39.9811627,-4.2805629
Lareina Hallett,95,hombre,Caceres,Santiago de alcántara,estresemana,noche,disco,montaña,bar,gatos,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1118.jpg,39.6060144,-7.2445213
Avraham Gomez pallete,94,hombre,Navarra,Zugarramurdi,estresemana,noche,bar,montaña,bar,perros,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/146.jpg,43.2693436,-1.5416354
Glennis Laaouatni,46,hombre,Valladolid,Bocos de duero,find de semana,tarde,bar,playa,disco,perros,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/651.jpg,41.6236618,-4.0690547
Katharine Gallez,73,mujer,Girona,"Bisbal d'empordà, la",find de semana,tarde,bar,montaña,disco,perros,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1013.jpg,41.929536299999995,3.036196002500001
Deloren Bassy,32,mujer,Navarra,Mendigorría,estresemana,tarde,bar,playa,bar,gatos,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1481.jpg,42.6262078,-1.8340213
Taralee Balagot,49,mujer,Sevilla,San juan de aznalfarache,find de semana,noche,disco,montaña,disco,perros,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/830.jpg,37.3599507,-6.03286
Joshuwa El khalil,39,hombre,Cadiz,Setenil de las bodegas,estresemana,mañana,disco,montaña,bar,gatos,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1392.jpg,36.8621836,-5.1787
Ellison Boer,34,mujer,Albacete,Corral-rubio,estresemana,tarde,disco,montaña,bar,perros,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1978.jpg,38.835314749999995,-1.4607876735607912
Jemel Teodovich,81,hombre,La_rioja,Torrecilla en cameros,find de semana,noche,bar,playa,bar,perros,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/223.jpg,42.2560793,-2.6305716
Hoang Viella,57,mujer,Navarra,Bidaurreta,estresemana,tarde,disco,montaña,bar,perros,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/221.jpg,42.7753457,-1.8350395
Karitza Stange,57,mujer,Cordoba,Palenciana,estresemana,tarde,disco,montaña,bar,perros,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1824.jpg,37.2486227,-4.5825794
Cieara Sober,97,hombre,Girona,Corçà,estresemana,noche,bar,playa,disco,perros,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1955.jpg,41.9893624,3.0170799
Fransisca Lianez,43,mujer,Guadalajara,Corduente,estresemana,noche,bar,montaña,bar,perros,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1247.jpg,40.8426955,-1.9783744
Chana Montlleo,31,mujer,Navarra,Obanos,find de semana,tarde,disco,playa,bar,perros,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/131.jpg,42.6808183,-1.7851016
Nyeisha Limongi,89,hombre,Guipuzcoa,Leintz-gatzaga,find de semana,tarde,bar,montaña,bar,gatos,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/913.jpg,42.9868906,-2.5687408
Edd Gorostegi,54,hombre,Ciudad_real,Arenas de san juan,find de semana,mañana,disco,montaña,bar,gatos,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1784.jpg,39.2193056,-3.5027025
Annissa Lagandara,81,hombre,Navarra,Orísoain,find de semana,mañana,disco,montaña,disco,perros,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/83.jpg,42.6010504,-1.6039299
Desma Buha,37,mujer,Segovia,Vallelado,find de semana,tarde,disco,playa,bar,perros,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/830.jpg,41.4045923,-4.4258466
Nichola Perazzo,53,mujer,Jaen,Villardompardo,find de semana,tarde,bar,montaña,bar,perros,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/543.jpg,37.8381084,-4.0017495
Jalisa Passola,93,hombre,Lugo,Triacastela,estresemana,noche,disco,playa,disco,gatos,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/58.jpg,42.7563403,-7.2397461
Brandonlee Entraigues,97,mujer,Segovia,Ortigosa de pestaño,estresemana,noche,bar,montaña,disco,perros,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/518.jpg,41.0875411,-4.3947242
Breland Matteo,66,mujer,Guadalajara,Ledanca,find de semana,noche,disco,playa,disco,gatos,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/99.jpg,40.8686389,-2.84391
Sheretta Jeria,72,hombre,Leon,Boñar,estresemana,mañana,disco,montaña,bar,gatos,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1610.jpg,42.866767,-5.3233221
Tyonna Sanvenancio,64,hombre,Albacete,"Gineta, la",find de semana,tarde,bar,playa,disco,gatos,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1264.jpg,39.1152257,-1.9962065
Rachale Hernandez linador,88,mujer,Valladolid,Villanueva de duero,estresemana,tarde,bar,playa,disco,perros,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1491.jpg,41.5179063,-4.8673384
Brandalynn Saenz de villaverde,49,hombre,Navarra,Beire,find de semana,mañana,bar,playa,bar,perros,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/936.jpg,42.4539464,-1.6217023
Nyle Xaudiera,96,mujer,Murcia,Abarán,find de semana,mañana,bar,montaña,bar,perros,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1412.jpg,38.2058512,-1.3971219
Tamikka Kouame,30,mujer,Huesca,Ibieca,find de semana,tarde,disco,playa,disco,perros,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1343.jpg,42.1606453,-0.2084209
Jamonica Hadidi,92,hombre,Granada,Castril,find de semana,tarde,bar,playa,bar,gatos,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/664.jpg,37.7969475,-2.7814472
Gautam Zamri,96,mujer,Albacete,Salobre,find de semana,noche,disco,montaña,disco,perros,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1613.jpg,38.5922615,-2.549574
Alys Regodesebes,76,hombre,Huelva,Santa ana la real,estresemana,noche,disco,montaña,bar,perros,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/642.jpg,37.8639155,-6.7244264
Shannice Di iorio,57,otro,Leon,Cimanes de la vega,estresemana,tarde,disco,montaña,bar,gatos,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/291.jpg,42.118029,-5.5984783
Carey Labrahimi,53,hombre,Valencia,Godelleta,estresemana,mañana,bar,playa,disco,gatos,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1681.jpg,39.4218028,-0.6867262
Vanesha Ehigie,22,hombre,Murcia,Yecla,find de semana,tarde,disco,playa,bar,perros,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/364.jpg,38.613652,-1.1157373
Keath Alm,83,hombre,Melilla,Melilla,estresemana,noche,disco,playa,bar,perros,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1073.jpg,35.29291145,-2.950720236037561
Leah Ratbi,71,mujer,Cadiz,Chipiona,estresemana,mañana,disco,montaña,disco,gatos,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1846.jpg,36.7355451,-6.4348221
Boris Calisalvo,24,hombre,Murcia,Molina de segura,estresemana,tarde,disco,playa,bar,perros,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/999.jpg,38.0585479,-1.2042086
Chaney Bozhkov,26,mujer,Castellon,Almazora/almassora,estresemana,mañana,disco,montaña,disco,perros,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1909.jpg,39.9548766,-0.076922
Anson Broos,19,hombre,Cuenca,Santa maría de los llanos,estresemana,noche,bar,montaña,disco,perros,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/531.jpg,39.4899136,-2.8112823
Alis Peculo,20,mujer,Tarragona,"Piles, les",find de semana,tarde,bar,montaña,disco,perros,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/711.jpg,45.7577882,3.1483981
Octaviano Reschke,93,hombre,Alicante,Benifallim,estresemana,mañana,bar,playa,disco,gatos,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1687.jpg,38.6627706,-0.399888
Janesha Flor de lis,30,mujer,Burgos,Santa maría del mercadillo,find de semana,tarde,bar,playa,disco,perros,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/535.jpg,41.8600273,-3.559039
Kanitra Ibran,75,mujer,Cantabria,Medio cudeyo,find de semana,noche,bar,playa,bar,gatos,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1376.jpg,43.380690200000004,-3.7624661487619235
Shalamar Chulli,69,hombre,Palencia,Respenda de la peña,find de semana,noche,disco,playa,disco,gatos,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/780.jpg,42.7652208,-4.6860529
Malvin Peste,53,mujer,Almeria,Cuevas del almanzora,find de semana,tarde,bar,playa,disco,perros,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/971.jpg,37.2961366,-1.8807223
Nekeshia Ciontea,54,hombre,Alicante,Rafal,find de semana,noche,disco,montaña,disco,perros,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1779.jpg,38.1036225,-0.8499366
Selwyn Percival,67,hombre,Teruel,"Fresneda, la",find de semana,mañana,bar,playa,bar,perros,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/179.jpg,42.8768565,-3.05046606484831
Channell Alejandrez,95,mujer,Murcia,Alguazas,estresemana,mañana,disco,montaña,disco,gatos,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/682.jpg,38.0515024,-1.2416437
Jenipher Marciano,31,mujer,Granada,Güevéjar,estresemana,tarde,bar,playa,bar,perros,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1366.jpg,37.2570604,-3.597654
